Student_ID,Age,Grade_Level,Prior_CT_Experience,Tool_Used,Abstraction_Score,Algorithmic_Thinking_Score,Decomposition_Score,Pattern_Recognition_Score,Debugging_Score,Creative_Expression_Score,Tool_Session_Count,Time_Spent_Per_Session,Tasks_Completed,Tool_Features_Used,Lines_of_Code,Pre_Test_Score,Post_Test_Score,Improvement_Score,Critical_Thinking_Score,Collaboration_Score,Engagement_Level,Motivation_Score,Error_Rate,Feedback_Received,Skill_Improvement_Category,CT_Mastery_Level,Tool_Effectiveness
S07077,19,High,Intermediate,Python,3,4,1,4,5,4,8,32,5,2,147,60,72,12,4,4,5,5,2,3,1,Beginner,High
S07078,15,Middle,None,Python,2,3,3,3,4,3,9,48,20,3,160,70,92,22,5,5,5,3,2,4,1,Expert,High
S07079,13,High,Beginner,Micro:bit,3,4,1,3,4,4,7,47,10,4,313,50,62,12,3,5,5,4,5,1,2,Proficient,Low
S07080,33,High,Intermediate,Blockly,4,2,4,3,1,5,3,37,8,4,303,49,67,18,2,5,5,4,5,3,2,Expert,Low
S07081,32,Middle,Intermediate,Blockly,3,3,2,4,3,3,4,36,11,3,291,43,55,12,2,4,4,5,6,3,1,Proficient,High
S07082,26,High,None,Micro:bit,2,4,3,3,5,5,7,41,14,3,465,68,84,16,3,4,3,5,2,3,1,Expert,Low
S07083,32,High,Intermediate,Scratch,2,4,2,5,3,5,7,44,11,4,412,69,85,16,3,3,3,4,2,1,1,Proficient,Low
S07084,27,Middle,Intermediate,Scratch,2,4,3,3,3,4,8,31,18,2,428,69,92,23,5,4,4,5,3,4,1,Developing,Low
S07085,33,High,None,Python,3,2,2,3,2,5,3,38,18,5,383,51,71,20,3,3,4,3,4,1,1,Developing,Medium
S07086,33,Middle,None,Python,4,5,5,5,5,4,8,32,7,4,256,61,85,24,5,5,5,4,4,4,1,Beginner,Medium
S07087,27,High,Beginner,Blockly,5,4,1,3,3,4,7,28,10,4,335,47,60,13,5,3,5,5,5,1,1,Expert,Low
S07088,28,High,None,Scratch,2,2,2,5,5,4,5,60,9,5,318,48,58,10,3,4,3,4,4,3,1,Developing,Medium
S07089,24,Middle,Beginner,Blockly,3,3,5,5,4,3,4,47,6,3,423,47,65,18,5,5,5,5,5,2,2,Developing,High
S07090,21,High,Intermediate,Blockly,5,5,1,3,4,4,3,34,5,2,433,64,77,13,4,4,4,3,6,1,2,Beginner,High
S07091,20,High,None,Python,4,5,2,4,5,5,8,31,12,4,354,57,79,22,4,3,4,4,6,1,1,Proficient,Low
S07092,25,High,Beginner,Blockly,3,5,2,3,3,4,6,42,5,2,114,42,56,14,4,3,3,3,4,4,2,Proficient,Low
S07093,17,Middle,Beginner,Scratch,2,4,3,5,1,4,5,49,19,2,279,45,70,25,3,5,3,3,5,3,2,Proficient,Medium
S07094,17,High,Beginner,Micro:bit,3,2,5,2,2,5,7,28,8,2,374,55,67,12,3,3,4,2,5,4,2,Proficient,Low
S07095,16,Middle,None,Blockly,2,4,3,3,2,4,8,27,16,3,108,62,78,16,4,5,4,5,5,3,2,Beginner,High
S07096,24,High,Intermediate,Python,3,2,4,2,2,4,9,36,9,5,277,57,77,20,3,5,5,3,2,3,1,Proficient,Medium
S07097,31,High,Intermediate,Scratch,3,5,1,3,1,5,6,43,8,5,452,43,62,19,2,5,3,5,2,4,2,Expert,Low
S07098,25,High,Intermediate,Python,3,5,2,3,3,4,9,42,15,5,234,67,82,15,4,4,5,5,5,3,1,Developing,High
S07099,13,Middle,Beginner,Blockly,2,2,2,4,1,5,5,46,13,3,493,53,67,14,3,3,3,4,3,4,1,Expert,Medium
S07100,14,Middle,None,Micro:bit,4,3,2,2,5,3,8,37,6,2,384,54,74,20,2,4,5,2,4,3,1,Expert,Medium
S07101,16,Middle,Beginner,Python,4,3,4,5,4,4,5,27,7,3,306,65,87,22,4,3,5,2,3,3,2,Expert,High
S07102,16,Middle,Intermediate,Scratch,3,4,4,2,4,5,9,30,6,5,436,54,67,13,5,4,5,2,4,2,2,Developing,Medium
S07103,34,High,Intermediate,Python,4,3,5,5,1,3,8,32,14,3,96,59,77,18,2,4,5,3,2,3,2,Proficient,High
S07104,28,High,Intermediate,Blockly,3,4,5,4,5,3,3,41,10,4,170,55,66,11,2,4,3,4,6,3,2,Developing,Medium
S07105,12,High,Intermediate,Scratch,4,4,4,3,2,3,6,44,12,3,352,47,60,13,2,4,5,4,6,1,1,Beginner,Medium
S07106,30,Middle,Beginner,Scratch,2,3,5,4,2,5,9,44,17,2,363,56,78,22,2,4,3,2,2,1,1,Developing,Medium
S07107,33,Middle,Beginner,Blockly,5,5,1,3,2,3,7,47,19,4,80,48,62,14,5,5,4,4,2,1,2,Expert,High
S07108,19,High,None,Blockly,2,5,4,3,5,3,5,59,19,4,255,59,76,17,5,4,4,4,5,2,1,Developing,Low
S07109,30,Middle,Beginner,Micro:bit,5,3,1,2,4,3,3,27,13,4,315,40,55,15,2,5,4,3,3,3,2,Proficient,Medium
S07110,22,High,Beginner,Blockly,4,5,2,5,3,5,3,39,8,4,245,40,52,12,4,5,3,4,4,1,2,Proficient,Medium
S07111,34,Middle,Intermediate,Blockly,5,3,4,2,4,5,4,39,15,4,423,48,72,24,4,4,4,2,2,3,2,Developing,Medium
S07112,28,Middle,Intermediate,Blockly,3,3,3,5,2,3,9,57,15,5,238,68,91,23,2,3,4,5,5,2,1,Developing,Medium
S07113,33,High,Beginner,Scratch,5,4,3,2,4,4,10,36,8,5,90,62,86,24,2,5,4,3,5,2,2,Proficient,Low
S07114,15,Middle,None,Python,2,2,3,3,5,3,9,26,19,5,448,53,66,13,4,5,4,2,2,1,1,Proficient,Medium
S07115,24,High,None,Scratch,3,2,4,5,1,5,9,30,6,3,258,60,72,12,3,3,5,5,6,1,1,Beginner,Low
S07116,34,Middle,Beginner,Blockly,5,3,3,2,1,3,5,45,19,3,343,49,67,18,5,4,5,4,6,4,1,Beginner,High
S07117,14,High,Beginner,Micro:bit,5,2,1,3,1,3,5,52,7,3,94,55,77,22,2,3,5,4,2,3,2,Proficient,Medium
S07118,17,Middle,Beginner,Blockly,3,2,1,5,4,3,6,55,20,2,326,62,79,17,2,4,5,2,5,3,1,Beginner,Medium
S07119,13,High,Intermediate,Python,5,3,1,4,5,5,8,45,16,4,233,70,90,20,4,5,5,2,5,2,2,Beginner,Low
S07120,17,Middle,None,Blockly,5,3,2,3,5,4,5,26,13,4,388,53,68,15,2,3,3,4,6,4,1,Proficient,Medium
S07121,23,Middle,Intermediate,Micro:bit,4,3,4,2,2,4,7,39,12,5,296,50,75,25,2,5,3,2,4,1,1,Expert,Medium
S07122,15,High,Beginner,Scratch,3,3,4,2,3,5,6,25,14,5,434,44,56,12,4,4,4,5,6,3,2,Proficient,Medium
S07123,13,Middle,None,Scratch,5,2,1,5,3,4,4,48,7,3,439,50,60,10,5,4,5,4,6,3,2,Developing,High
S07124,24,Middle,Beginner,Blockly,4,5,5,5,4,5,9,59,10,2,269,58,72,14,2,4,3,2,2,4,2,Expert,Medium
S07125,18,Middle,Intermediate,Blockly,3,4,4,3,2,5,7,59,15,3,374,51,74,23,2,5,5,3,6,3,1,Expert,High
S07126,23,High,Intermediate,Blockly,2,3,5,5,4,5,9,25,5,5,352,59,77,18,4,3,5,2,5,1,1,Expert,Low
S07127,22,Middle,Beginner,Blockly,2,5,4,4,2,3,8,56,8,2,198,52,74,22,4,5,5,2,4,1,2,Beginner,Low
S07128,19,Middle,Intermediate,Scratch,5,3,4,4,2,4,7,30,14,2,139,59,77,18,4,4,3,2,6,4,2,Beginner,High
S07129,19,High,None,Python,5,4,2,4,5,5,10,29,10,2,85,63,78,15,5,5,3,3,2,4,1,Developing,High
S07130,27,Middle,Intermediate,Micro:bit,4,4,2,4,3,5,10,53,18,2,83,65,90,25,3,5,3,4,4,3,2,Proficient,Medium
S07131,32,Middle,Beginner,Scratch,4,4,4,2,5,5,8,28,13,4,184,53,68,15,3,5,4,2,4,2,2,Proficient,Medium
S07132,15,Middle,None,Python,2,2,2,2,4,4,5,51,6,4,182,40,53,13,2,4,4,4,3,4,2,Beginner,Low
S07133,33,Middle,Beginner,Blockly,3,4,2,2,1,5,8,50,8,5,353,67,90,23,3,3,5,5,6,3,2,Beginner,High
S07134,22,Middle,Beginner,Python,2,4,2,4,5,3,5,54,15,2,192,62,84,22,5,4,5,5,2,4,2,Expert,Low
S07135,31,Middle,Intermediate,Scratch,2,3,5,2,3,5,8,51,11,3,260,41,64,23,5,5,4,5,5,1,1,Proficient,High
S07136,35,Middle,Intermediate,Python,5,2,3,5,2,3,9,34,14,3,102,66,85,19,2,5,3,4,2,2,2,Expert,High
S07137,13,High,Beginner,Python,5,5,1,2,2,4,8,39,6,3,302,48,61,13,4,3,4,4,4,1,1,Expert,Medium
S07138,24,Middle,None,Python,3,2,5,4,2,5,3,37,16,4,460,55,66,11,2,4,4,3,4,1,2,Expert,High
S07139,31,High,Beginner,Blockly,2,2,5,2,5,4,3,57,18,3,324,65,87,22,5,3,3,2,2,1,1,Proficient,High
S07140,14,High,Intermediate,Scratch,2,2,5,5,4,5,6,31,8,4,98,55,74,19,4,4,5,3,5,2,1,Developing,Low
S07141,35,High,Beginner,Micro:bit,2,4,2,4,5,5,10,44,7,5,137,62,86,24,3,3,3,5,5,3,1,Developing,Medium
S07142,16,High,None,Scratch,3,3,1,3,5,5,4,40,10,5,309,45,62,17,3,3,5,4,3,2,1,Developing,Medium
S07143,28,Middle,Beginner,Blockly,5,5,3,5,2,3,8,58,14,5,218,42,57,15,4,3,5,5,4,1,2,Proficient,Low
S07144,34,High,None,Python,4,5,4,3,2,4,4,37,16,2,252,42,52,10,5,4,3,3,4,2,2,Beginner,Medium
S07145,33,High,Intermediate,Blockly,5,2,2,2,1,4,6,56,16,5,485,44,67,23,3,5,5,4,4,1,2,Developing,Medium
S07146,13,High,None,Python,5,2,4,4,5,4,3,50,18,3,381,45,68,23,4,5,3,3,3,2,2,Expert,Medium
S07147,14,High,None,Blockly,5,2,2,3,1,3,8,49,9,5,474,50,70,20,2,3,4,5,2,3,2,Beginner,Medium
S07148,35,High,None,Scratch,4,4,5,2,5,4,9,30,20,3,269,62,85,23,4,4,5,4,6,2,1,Expert,Medium
S07149,24,Middle,Intermediate,Scratch,4,5,2,2,2,3,10,35,12,2,98,70,88,18,4,3,5,4,5,2,1,Proficient,High
S07150,31,High,Intermediate,Python,5,4,4,3,5,4,5,47,10,2,430,54,64,10,5,4,3,3,5,1,1,Proficient,High
S07151,21,High,None,Micro:bit,2,4,4,5,5,5,5,42,16,5,491,46,60,14,4,3,4,4,3,1,1,Beginner,High
S07152,33,Middle,Beginner,Python,5,2,1,2,4,3,8,53,8,2,350,44,64,20,2,3,5,2,4,3,1,Developing,Low
S07153,13,High,None,Scratch,2,2,3,2,3,4,9,55,5,2,187,61,82,21,3,4,5,4,2,2,2,Expert,Low
S07154,28,High,Beginner,Micro:bit,5,3,1,5,3,3,5,48,9,4,205,64,75,11,3,4,3,2,4,3,1,Proficient,Medium
S07155,17,Middle,Beginner,Scratch,4,3,5,2,1,5,6,27,10,2,399,61,82,21,5,3,5,5,5,4,2,Developing,Low
S07156,17,High,Beginner,Python,5,3,3,3,1,4,8,36,20,4,136,46,57,11,4,3,4,5,6,1,2,Developing,Medium
S07157,12,High,Intermediate,Scratch,5,2,3,3,3,4,7,48,7,4,447,68,81,13,3,5,5,3,2,2,2,Beginner,High
S07158,29,Middle,Intermediate,Python,4,4,1,5,4,3,3,49,16,5,484,51,74,23,2,3,3,4,5,1,2,Developing,High
S07159,19,High,Intermediate,Python,3,3,2,3,5,4,6,40,16,3,102,50,60,10,4,4,3,2,2,2,2,Developing,High
S07160,26,Middle,Beginner,Scratch,2,4,5,3,5,3,10,53,14,2,227,65,75,10,4,5,4,5,5,2,2,Proficient,Low
S07161,21,High,None,Blockly,3,5,4,5,4,5,7,30,8,4,342,42,63,21,2,4,5,3,6,1,2,Expert,High
S07162,29,Middle,None,Micro:bit,3,3,4,2,3,3,7,31,16,3,244,61,77,16,2,4,5,2,5,4,1,Proficient,Medium
S07163,34,High,Intermediate,Blockly,5,3,3,3,2,4,5,48,18,2,170,58,80,22,2,3,3,3,6,4,1,Beginner,Medium
S07164,16,High,Beginner,Python,4,4,1,4,2,5,5,44,16,3,342,45,69,24,4,3,4,2,2,2,1,Beginner,Low
S07165,30,High,Intermediate,Python,2,3,1,2,4,3,10,56,12,4,260,54,78,24,2,5,5,3,5,4,2,Developing,High
S07166,12,Middle,Intermediate,Blockly,5,5,1,5,1,4,9,26,19,3,255,58,80,22,4,4,4,4,4,1,2,Proficient,Low
S07167,35,High,Intermediate,Scratch,5,4,1,4,1,4,4,25,11,3,308,47,68,21,3,4,5,3,6,3,1,Beginner,High
S07168,34,High,Beginner,Python,5,4,4,2,3,3,9,30,16,2,274,44,69,25,3,5,3,2,5,3,1,Developing,Low
S07169,24,Middle,None,Python,2,3,2,2,4,4,6,25,16,4,334,51,69,18,5,3,4,2,2,2,2,Proficient,Low
S07170,33,High,None,Scratch,2,4,3,2,3,4,4,31,20,2,436,40,63,23,2,4,5,2,2,3,2,Proficient,Medium
S07171,14,Middle,None,Micro:bit,2,5,2,3,1,3,6,32,15,5,327,62,72,10,4,4,5,5,4,1,1,Proficient,Low
S07172,30,High,Intermediate,Python,4,2,5,3,2,3,8,32,12,2,477,45,60,15,5,5,5,2,6,2,1,Expert,Medium
S07173,22,Middle,Intermediate,Blockly,5,2,2,2,3,4,9,33,9,2,363,45,68,23,5,3,3,2,6,3,2,Beginner,Low
S07174,13,Middle,Beginner,Python,2,2,3,3,5,3,4,41,20,5,97,66,83,17,2,5,3,3,4,1,2,Expert,Medium
S07175,21,Middle,None,Blockly,2,2,3,5,1,4,4,51,6,3,246,69,89,20,2,4,4,4,4,3,1,Developing,High
S07176,29,High,Intermediate,Python,3,2,2,3,5,5,7,53,16,5,228,49,71,22,2,5,5,5,6,1,1,Expert,Medium
S07177,30,High,None,Scratch,4,5,5,4,4,4,5,53,6,3,325,70,83,13,2,3,4,3,6,2,1,Beginner,Low
S07178,12,Middle,Beginner,Python,3,3,3,3,3,4,10,33,11,2,195,47,58,11,2,3,5,4,5,3,1,Developing,High
S07179,22,High,Intermediate,Blockly,4,2,4,4,5,3,9,28,15,2,247,59,84,25,4,5,4,4,4,3,1,Developing,Low
S07180,29,Middle,Intermediate,Python,3,2,2,4,2,5,5,33,6,2,467,66,91,25,5,5,5,5,2,2,2,Beginner,Medium
S07181,17,Middle,Intermediate,Python,4,4,5,2,5,5,3,53,15,5,92,60,84,24,2,3,5,3,4,1,1,Beginner,High
S07182,29,High,Intermediate,Python,2,4,2,5,2,3,3,45,10,3,319,53,75,22,3,4,3,2,6,3,2,Beginner,Low
S07183,19,High,Beginner,Scratch,3,4,5,3,1,3,4,32,15,5,475,43,57,14,3,5,4,5,2,1,2,Developing,Low
S07184,14,Middle,Beginner,Scratch,5,2,1,5,3,3,6,38,11,5,397,57,82,25,4,5,3,2,3,2,2,Proficient,High
S07185,31,Middle,None,Python,5,3,5,3,4,4,4,45,9,4,91,50,61,11,4,4,5,5,5,3,2,Proficient,Medium
S07186,33,High,None,Python,3,2,2,4,1,4,4,59,9,2,267,61,71,10,2,4,4,4,5,3,1,Beginner,Low
S07187,31,High,None,Blockly,5,4,5,3,1,3,9,43,9,2,205,44,55,11,3,5,3,5,3,1,1,Proficient,High
S07188,25,Middle,Intermediate,Micro:bit,2,5,3,2,1,3,4,52,14,4,406,51,72,21,2,5,4,4,4,1,1,Beginner,Low
S07189,21,High,Intermediate,Scratch,4,5,3,4,4,5,7,52,20,3,273,52,73,21,5,5,5,3,2,1,2,Expert,Medium
S07190,35,High,Intermediate,Scratch,3,3,3,3,1,4,4,41,14,4,132,57,82,25,5,5,5,2,5,4,1,Beginner,Low
S07191,34,High,None,Blockly,3,2,2,2,2,3,5,53,14,4,272,40,56,16,5,3,4,2,6,2,1,Beginner,Low
S07192,26,Middle,Beginner,Blockly,2,2,4,2,2,5,10,40,12,2,266,48,60,12,3,5,4,4,6,2,2,Expert,Medium
S07193,30,High,Intermediate,Micro:bit,3,5,4,4,3,3,7,28,9,3,170,69,82,13,5,4,3,3,6,4,1,Expert,Low
S07194,33,Middle,Beginner,Micro:bit,4,5,5,3,3,3,8,58,18,5,104,49,67,18,2,5,3,5,2,4,1,Expert,High
S07195,17,Middle,Intermediate,Scratch,2,3,1,3,2,3,6,59,16,5,133,49,67,18,2,5,4,4,3,4,1,Expert,Medium
S07196,18,High,Beginner,Micro:bit,4,3,3,2,3,3,4,25,10,2,231,46,68,22,5,4,5,5,3,2,2,Expert,Low
S07197,25,Middle,Beginner,Python,3,5,4,3,3,5,5,52,10,4,407,49,68,19,5,4,3,5,3,2,2,Expert,Medium
S07198,27,High,None,Micro:bit,2,2,1,3,5,3,5,42,12,2,126,51,68,17,3,4,3,3,5,1,1,Beginner,Medium
S07199,22,Middle,Beginner,Blockly,3,2,5,3,5,4,7,42,14,3,353,49,62,13,5,5,4,5,3,4,2,Proficient,High
S07200,28,High,Intermediate,Micro:bit,3,2,3,2,4,5,8,41,18,4,301,41,58,17,2,3,4,5,4,4,1,Proficient,High
S07201,17,Middle,Intermediate,Micro:bit,5,4,3,5,4,3,3,37,7,3,104,58,68,10,2,5,5,3,4,3,2,Proficient,Low
S07202,17,High,Intermediate,Micro:bit,5,2,3,2,1,5,5,35,20,2,91,51,70,19,4,3,5,5,6,4,2,Developing,Low
S07203,34,High,None,Python,3,2,3,5,5,3,9,39,19,2,284,42,66,24,2,5,4,5,3,4,1,Developing,Low
S07204,14,Middle,Intermediate,Micro:bit,2,3,2,5,2,5,4,59,20,3,99,61,86,25,4,5,4,3,4,1,2,Beginner,Low
S07205,23,High,Intermediate,Blockly,5,4,5,3,1,4,8,30,11,3,436,70,90,20,2,3,5,5,3,2,2,Developing,Medium
S07206,21,High,None,Python,2,2,4,3,3,5,8,57,5,3,83,47,71,24,4,3,5,3,6,4,1,Proficient,Low
S07207,22,High,None,Python,5,4,2,4,3,3,9,42,7,4,307,61,73,12,3,4,3,2,2,1,1,Proficient,Medium
S07208,20,High,None,Python,2,3,3,5,1,3,10,59,19,3,448,53,78,25,5,5,4,4,5,4,1,Developing,High
S07209,16,Middle,None,Blockly,4,5,3,2,3,5,7,34,18,5,442,60,76,16,2,4,5,5,2,4,2,Beginner,Medium
S07210,21,High,Beginner,Scratch,4,3,2,4,2,5,4,32,7,2,207,57,72,15,5,3,4,2,4,2,1,Expert,Medium
S07211,17,High,None,Micro:bit,5,4,2,2,1,4,5,35,11,5,119,67,81,14,4,3,5,5,5,4,1,Beginner,Medium
S07212,18,Middle,Beginner,Scratch,5,4,1,4,3,3,7,42,17,3,489,52,69,17,4,5,3,4,3,2,2,Developing,Low
S07213,35,High,Intermediate,Scratch,2,3,4,2,3,4,9,57,8,4,265,41,63,22,3,3,4,2,2,1,2,Expert,High
S07214,20,Middle,Beginner,Scratch,3,3,2,5,2,5,10,33,18,3,459,63,74,11,2,5,3,2,5,1,2,Beginner,High
S07215,22,High,Beginner,Blockly,4,5,3,2,2,4,10,54,14,3,148,45,61,16,2,3,5,2,6,4,1,Proficient,Low
S07216,15,High,Beginner,Micro:bit,5,4,2,3,2,4,4,41,12,4,273,69,89,20,2,4,4,3,5,2,1,Developing,Medium
S07217,34,Middle,Intermediate,Blockly,5,2,4,5,4,4,4,31,15,3,437,68,89,21,5,5,4,5,3,4,1,Proficient,Low
S07218,31,Middle,Intermediate,Scratch,5,2,3,4,1,5,5,43,18,3,197,45,65,20,4,4,3,4,3,1,2,Beginner,Medium
S07219,35,Middle,Beginner,Scratch,5,3,4,3,5,3,6,36,17,3,206,40,53,13,2,3,5,3,4,3,2,Developing,Medium
S07220,33,Middle,Beginner,Python,4,3,3,5,2,3,4,39,13,3,368,62,80,18,4,3,4,3,6,2,2,Developing,Low
S07221,28,High,Intermediate,Micro:bit,3,5,1,2,4,4,9,43,12,4,95,64,80,16,5,4,4,2,3,3,2,Proficient,High
S07222,28,Middle,Beginner,Blockly,4,5,2,2,3,5,10,37,8,5,447,58,71,13,3,5,4,4,6,1,1,Expert,Low
S07223,18,High,Intermediate,Micro:bit,4,3,1,5,4,3,4,48,18,4,82,48,64,16,3,3,4,2,2,4,1,Expert,Medium
S07224,26,Middle,Beginner,Scratch,2,2,1,3,4,5,5,54,12,3,407,66,89,23,5,3,3,3,5,1,2,Expert,Low
S07225,32,Middle,Intermediate,Python,3,4,3,5,5,4,9,56,13,4,203,55,69,14,4,5,4,3,2,1,1,Beginner,High
S07226,28,High,None,Python,3,5,1,3,4,4,6,47,17,2,325,62,76,14,2,5,3,4,3,1,2,Developing,Medium
S07227,20,High,Intermediate,Python,2,3,4,2,4,4,7,43,15,4,182,65,78,13,3,5,5,2,5,4,2,Developing,Low
S07228,16,Middle,None,Scratch,5,4,2,4,1,4,5,33,17,5,462,64,88,24,3,4,5,3,2,2,2,Beginner,Medium
S07229,29,Middle,Beginner,Blockly,3,4,2,4,1,5,4,40,7,5,193,64,79,15,5,3,3,4,2,3,1,Beginner,Low
S07230,29,Middle,Beginner,Scratch,5,5,3,2,1,4,4,36,15,4,183,50,69,19,3,5,5,5,2,2,2,Developing,Low
S07231,24,Middle,None,Python,4,4,3,3,2,5,8,43,5,5,418,68,84,16,3,5,4,4,4,1,2,Developing,Low
S07232,26,Middle,Beginner,Python,2,5,4,2,2,3,7,57,5,3,368,43,61,18,4,5,3,2,3,1,2,Developing,Low
S07233,24,Middle,None,Micro:bit,2,5,5,4,2,5,7,27,18,4,212,50,68,18,2,4,3,2,2,4,1,Beginner,High
S07234,30,High,Intermediate,Micro:bit,4,2,2,5,2,3,3,32,7,2,226,70,81,11,4,5,4,4,6,3,2,Proficient,Low
S07235,16,Middle,Beginner,Micro:bit,5,2,3,3,2,4,10,33,13,4,477,59,84,25,2,5,4,4,6,3,2,Beginner,High
S07236,27,Middle,None,Scratch,2,5,5,5,4,3,7,37,19,5,489,68,92,24,5,5,5,4,3,4,1,Expert,Medium
S07237,17,Middle,Beginner,Blockly,4,4,2,3,2,4,4,42,7,4,469,66,87,21,2,5,3,4,4,1,1,Expert,Low
S07238,27,High,Intermediate,Blockly,2,3,3,4,5,3,3,55,19,4,214,40,52,12,3,3,4,2,6,2,1,Expert,Medium
S07239,26,High,Beginner,Micro:bit,3,4,1,4,1,5,3,44,16,4,356,68,91,23,5,3,5,3,5,1,1,Beginner,Medium
S07240,22,High,Beginner,Blockly,4,5,1,3,5,3,9,56,12,4,185,52,72,20,2,3,3,4,4,2,2,Expert,High
S07241,34,High,None,Micro:bit,4,2,1,3,5,5,9,48,17,4,408,59,80,21,2,3,5,4,5,1,2,Developing,Medium
S07242,27,Middle,None,Python,2,4,3,5,2,5,7,50,10,5,124,43,66,23,4,5,5,4,6,2,1,Proficient,Medium
S07243,33,Middle,Intermediate,Python,4,5,4,2,2,5,4,58,14,2,441,50,72,22,5,4,3,3,6,3,1,Developing,Low
S07244,24,Middle,None,Python,4,3,1,2,2,5,6,37,17,2,323,50,66,16,4,3,5,3,2,1,2,Developing,High
S07245,34,High,None,Blockly,2,4,3,4,4,5,10,57,10,5,214,53,65,12,5,3,4,3,5,3,2,Developing,Medium
S07246,15,Middle,Beginner,Scratch,5,3,3,5,1,5,9,28,13,4,290,53,67,14,4,5,3,4,5,4,1,Beginner,High
S07247,33,Middle,Beginner,Micro:bit,4,5,4,3,4,5,10,41,19,4,257,49,63,14,4,5,3,3,6,3,1,Beginner,Medium
S07248,16,High,Beginner,Micro:bit,3,2,5,3,2,4,6,59,11,3,301,57,71,14,4,5,5,2,3,1,2,Beginner,Medium
S07249,29,High,Intermediate,Python,2,4,5,2,5,3,6,35,7,5,476,53,76,23,2,4,3,2,4,4,1,Expert,Low
S07250,12,Middle,Intermediate,Blockly,2,5,4,5,3,3,8,54,11,4,110,63,73,10,4,5,5,2,3,2,2,Beginner,Medium
S07251,24,Middle,None,Blockly,4,3,3,5,5,5,6,26,6,3,148,50,67,17,3,5,5,2,5,3,2,Beginner,High
S07252,19,Middle,Beginner,Blockly,5,5,4,5,3,5,5,45,17,2,312,42,65,23,4,5,5,4,2,1,1,Expert,High
S07253,26,High,None,Python,2,5,1,2,3,4,7,56,6,5,125,51,65,14,4,5,3,2,5,3,2,Expert,Low
S07254,28,Middle,Intermediate,Micro:bit,5,3,1,4,4,5,3,35,15,3,90,47,72,25,2,4,4,4,5,4,1,Beginner,High
S07255,12,Middle,None,Micro:bit,2,3,5,4,3,4,7,37,9,2,88,60,77,17,4,5,3,4,5,1,1,Expert,Medium
S07256,34,Middle,None,Blockly,4,3,2,5,3,5,7,28,9,2,418,48,66,18,4,5,4,5,4,1,1,Proficient,High
S07257,26,Middle,Beginner,Blockly,2,4,3,3,5,3,10,47,16,5,178,45,64,19,4,5,4,4,2,3,2,Proficient,Medium
S07258,20,High,Beginner,Python,2,4,2,4,4,3,3,56,14,5,307,70,80,10,2,4,4,2,4,4,2,Developing,High
S07259,34,Middle,Intermediate,Micro:bit,5,4,3,2,3,4,4,56,5,4,415,50,65,15,5,5,3,4,4,3,2,Beginner,Low
S07260,35,High,Intermediate,Scratch,3,3,2,5,2,5,5,52,7,4,394,51,61,10,4,5,4,4,2,1,2,Expert,Medium
S07261,35,Middle,None,Scratch,3,4,5,5,5,4,8,60,6,2,185,60,77,17,5,4,4,4,3,3,2,Proficient,High
S07262,12,High,Intermediate,Micro:bit,3,5,4,2,1,4,8,54,19,2,393,67,86,19,5,4,5,2,6,4,1,Beginner,Medium
S07263,33,Middle,Beginner,Blockly,4,3,5,5,5,4,9,47,17,5,92,50,66,16,5,4,4,2,3,1,1,Expert,High
S07264,30,High,Intermediate,Python,2,3,3,5,1,4,7,57,12,2,454,49,66,17,5,4,5,5,4,3,1,Expert,Medium
S07265,32,High,Beginner,Micro:bit,2,2,2,4,5,4,3,38,11,3,302,52,63,11,4,5,4,5,4,2,1,Expert,Medium
S07266,15,High,Intermediate,Blockly,4,3,4,3,5,4,7,44,13,2,234,59,84,25,4,5,3,5,2,4,2,Developing,Medium
S07267,20,Middle,Beginner,Python,3,3,1,4,5,4,10,45,17,5,135,55,77,22,2,5,5,3,5,3,1,Proficient,High
S07268,24,High,Beginner,Micro:bit,3,5,3,4,5,5,3,44,6,4,449,49,64,15,4,3,5,3,2,3,1,Proficient,High
S07269,18,Middle,Intermediate,Micro:bit,2,5,4,5,2,3,8,40,9,3,299,42,61,19,2,5,5,2,3,3,2,Developing,High
S07270,34,High,None,Blockly,3,3,5,5,2,4,5,51,17,3,313,59,72,13,5,4,5,4,2,1,1,Developing,High
S07271,31,High,Beginner,Micro:bit,4,5,3,4,4,4,4,43,18,5,431,56,79,23,2,3,4,2,6,4,1,Proficient,High
S07272,24,High,Intermediate,Python,4,4,3,2,5,4,6,50,14,4,278,51,69,18,2,4,5,3,4,1,2,Expert,Low
S07273,14,High,Beginner,Micro:bit,5,2,2,2,2,4,3,32,6,5,97,43,56,13,2,5,5,2,5,3,2,Developing,Low
S07274,24,Middle,Beginner,Scratch,5,5,2,2,4,4,9,59,5,3,446,53,78,25,2,3,4,4,3,4,1,Developing,Low
S07275,19,Middle,Intermediate,Blockly,5,3,1,2,5,3,7,35,17,4,496,50,68,18,3,3,3,4,3,1,1,Expert,Low
S07276,20,High,Intermediate,Scratch,3,5,2,2,2,5,6,55,13,4,419,64,85,21,5,4,3,2,3,3,2,Proficient,Medium
S07277,28,Middle,None,Python,4,3,1,3,1,4,10,57,10,3,137,64,85,21,5,5,3,2,2,4,1,Beginner,Medium
S07278,15,Middle,None,Blockly,3,3,4,3,5,5,4,27,15,2,236,68,90,22,4,3,4,5,6,4,2,Developing,Medium
